I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, 
-4, -82, -78, 43, 36, -80, -14, -34, -53, -82, -97, -58, 
-9, -82, -73, 46, 31, -78, 0, -34, -53, -82, -97, -58, 
-14, -87, -73, 51, 29, -80, 14, -34, -53, -87, -102, -58, 
-9, -82, -73, 46, 31, -78, 14, -34, -53, -92, -102, -58, 
-4, -78, -73, 41, 34, -75, 4, -34, -48, -87, -97, -58, 
-4, -82, -78, 43, 36, -80, 0, -34, -48, -87, -92, -53, 
-4, -82, -78, 43, 36, -80, -4, -34, -48, -82, -87, -53, 
-4, -87, -82, 46, 39, -85, -9, -34, -43, -82, -92, -58, 
-4, -82, -78, 43, 36, -80, -19, -34, -43, -87, -97, -58, 
-9, -82, -73, 46, 31, -78, -14, -34, -48, -87, -102, -58, 
-9, -82, -73, 46, 31, -78, -9, -34, -53, -87, -97, -58, 
-9, -82, -73, 46, 31, -78, -4, -34, -48, -87, -97, -63, 
-9, -78, -68, 43, 29, -73, 9, -39, -43, -92, -97, -68, 
-4, -78, -73, 41, 34, -75, 14, -39, -43, -92, -97, -68, 
-4, -73, -68, 39, 31, -70, 0, -34, -48, -92, -97, -68, 
-9, -78, -68, 43, 29, -73, -9, -39, -48, -87, -102, -68, 
-9, -78, -68, 43, 29, -73, -9, -34, -53, -87, -107, -63, 
0, -78, -78, 39, 39, -78, -4, -34, -58, -92, -107, -63, 
-4, -87, -82, 46, 39, -85, 4, -29, -58, -92, -102, -63, 
-9, -92, -82, 51, 36, -87, 14, -34, -58, -82, -97, -58, 
-9, -87, -78, 48, 34, -82, 9, -29, -53, -78, -92, -53, 
-9, -92, -82, 51, 36, -87, 0, -29, -58, -82, -102, -58, 
-9, -97, -87, 53, 39, -92, 0, -29, -53, -87, -107, -63, 
-9, -92, -82, 51, 36, -87, 4, -29, -53, -92, -107, -63, 
-9, -97, -87, 53, 39, -92, 0, -29, -53, -87, -102, -63, 
-9, -107, -97, 58, 43, -102, -4, -29, -58, -87, -102, -68, 
-9, -97, -87, 53, 39, -92, -9, -39, -63, -92, -107, -68, 
-9, -87, -78, 48, 34, -82, -9, -39, -68, -97, -112, -73, 
-9, -97, -87, 53, 39, -92, -4, -29, -58, -97, -112, -73, 
-9, -97, -87, 53, 39, -92, 0, -29, -48, -97, -112, -68, 
-4, -97, -92, 51, 43, -95, 0, -29, -53, -97, -107, -63, 
-4, -97, -92, 51, 43, -95, 4, -34, -58, -92, -102, -58, 
-4, -97, -92, 51, 43, -95, 0, -39, -58, -92, -102, -58, 
-4, -97, -92, 51, 43, -95, 0, -39, -58, -92, -102, -58, 
-4, -97, -92, 51, 43, -95, 0, -34, -58, -92, -102, -58, 
-4, -92, -87, 48, 41, -90, 0, -29, -63, -92, -102, -63, 
0, -92, -92, 46, 46, -92, 0, -39, -58, -87, -102, -63, 
-4, -107, -102, 56, 48, -104, -4, -39, -53, -92, -102, -58, 
-19, -107, -87, 63, 34, -97, -4, -34, -53, -97, -107, -63, 
-9, -97, -87, 53, 39, -92, -4, -34, -58, -102, -107, -68, 
-9, -92, -82, 51, 36, -87, -4, -39, -58, -102, -112, -73, 
-9, -92, -82, 51, 36, -87, 0, -39, -58, -97, -117, -68, 
-4, -87, -82, 46, 39, -85, 0, -34, -58, -97, -112, -63, 
0, -87, -87, 43, 43, -87, -9, -39, -63, -97, -107, -68, 
-4, -87, -82, 46, 39, -85, -14, -39, -63, -92, -107, -63, 
-9, -78, -68, 43, 29, -73, -9, -43, -63, -97, -112, -58, 
-9, -68, -58, 39, 24, -63, -9, -43, -63, -92, -112, -68, 
-9, -63, -53, 36, 21, -58, -9, -39, -58, -82, -107, -68, 
-4, -63, -58, 34, 26, -61, 0, -34, -48, -82, -107, -63, 
0, -58, -58, 29, 29, -58, 0, -29, -43, -82, -102, -63, 
-4, -58, -53, 31, 24, -56, 4, -24, -39, -78, -92, -58, 
-4, -53, -48, 29, 21, -51, 9, -19, -39, -78, -92, -58, 
0, -48, -48, 24, 24, -48, 14, -19, -39, -78, -102, -63, 
4, -53, -58, 24, 31, -56, 24, -14, -29, -78, -102, -63, 
4, -53, -58, 24, 31, -56, 24, -9, -24, -78, -97, -58, 
4, -48, -53, 21, 29, -51, 24, -9, -29, -73, -97, -58, 
0, -43, -43, 21, 21, -43, 24, -9, -24, -73, -97, -58, 
-4, -39, -34, 21, 14, -36, 29, -9, -24, -73, -97, -53, 
0, -29, -29, 14, 14, -29, 24, -14, -29, -82, -92, -53, 
9, -24, -34, 7, 21, -29, 19, -9, -24, -73, -87, -53, 
9, -24, -34, 7, 21, -29, 24, -4, -14, -63, -78, -48, 
9, -19, -29, 4, 19, -24, 19, -4, -14, -68, -78, -43, 
14, -9, -24, -2, 19, -17, 14, -9, -9, -68, -82, -53, 
14, -9, -24, -2, 19, -17, 14, 4, 0, -58, -82, -53, 
19, -4, -24, -7, 21, -14, 14, 9, 9, -53, -78, -43, 
19, 4, -14, -12, 17, -4, 19, 0, 9, -58, -73, -43, 
14, 0, -14, -7, 14, -7, 24, -4, 0, -58, -78, -48, 
14, -4, -19, -4, 17, -12, 24, 0, 0, -53, -82, -48, 
14, 4, -9, -9, 12, -2, 24, -9, -4, -58, -87, -48, 
19, 14, -4, -17, 12, 4, 24, -24, -9, -63, -87, -48, 
14, 24, 9, -19, 2, 17, 14, -24, -9, -63, -87, -48, 
9, 19, 9, -14, 0, 14, -4, -24, -4, -53, -82, -43, 
14, 14, 0, -14, 7, 7, -9, -34, -4, -53, -78, -34, 
19, 14, -4, -17, 12, 4, -19, -48, -19, -58, -78, -39, 
14, 9, -4, -12, 9, 2, -29, -48, -24, -63, -78, -39, 
9, 14, 4, -12, 2, 9, -29, -43, -24, -58, -73, -34, 
14, 19, 4, -17, 4, 12, -24, -43, -24, -58, -68, -29, 
24, 24, 0, -24, 12, 12, -24, -48, -24, -68, -68, -39, 
19, 34, 14, -26, 2, 24, -19, -48, -24, -68, -73, -43, 
9, 43, 34, -26, -12, 39, -14, -48, -19, -63, -73, -43, 
9, 58, 48, -34, -19, 53, -14, -43, -14, -58, -73, -39, 
24, 63, 39, -43, -7, 51, -19, -48, -19, -58, -78, -39, 
29, 58, 29, -43, 0, 43, -24, -53, -19, -58, -78, -34, 
34, 63, 29, -48, 2, 46, -24, -48, -19, -58, -68, -34, 
43, 63, 19, -53, 12, 41, -39, -53, -24, -58, -63, -29, 
39, 48, 9, -43, 14, 29, -48, -58, -34, -58, -58, -19, 
34, 29, -4, -31, 19, 12, -53, -63, -43, -63, -58, -19, 
34, 19, -14, -26, 24, 2, -63, -63, -48, -68, -58, -19, 
39, 4, -34, -21, 36, -14, -63, -58, -58, -73, -63, -19, 
34, -19, -53, -7, 43, -36, -43, -58, -58, -68, -63, -24, 
24, -39, -63, 7, 43, -51, -29, -63, -68, -78, -73, -24, 
19, -48, -68, 14, 43, -58, -29, -68, -68, -87, -82, -29, 
14, -53, -68, 19, 41, -61, -29, -58, -68, -87, -78, -34, 
4, -63, -68, 29, 36, -65, -19, -39, -68, -87, -78, -39, 
-4, -73, -68, 39, 31, -70, -9, -34, -68, -92, -87, -48, 
-9, -92, -82, 51, 36, -87, -19, -43, -68, -107, -102, -58, 
-9, -107, -97, 58, 43, -102, -29, -53, -78, -112, -102, -58, 
-9, -112, -102, 61, 46, -107, -34, -58, -92, -112, -107, -58, 
-14, -112, -97, 63, 41, -104, -34, -68, -92, -112, -117, -63, 
-19, -112, -92, 65, 36, -102, -39, -73, -102, -122, -122, -68, 
-19, -107, -87, 63, 34, -97, -34, -73, -102, -126, -126, -68, 
-9, -107, -97, 58, 43, -102, -29, -68, -97, -122, -126, -68, 
-9, -117, -107, 63, 48, -112, -29, -63, -92, -122, -122, -73, 
-19, -122, -102, 70, 41, -112, -34, -63, -92, -126, -122, -68, 
-24, -126, -102, 75, 39, -114, -43, -63, -92, -126, -126, -73, 
-24, -131, -107, 78, 41, -119, -48, -68, -102, -131, -131, -82, 
-24, -131, -107, 78, 41, -119, -48, -78, -112, -141, -136, -87, 
-29, -136, -107, 82, 39, -122, -39, -82, -112, -146, -141, -87, 
-29, -136, -107, 82, 39, -122, -29, -82, -112, -141, -136, -87, 
-24, -136, -112, 80, 43, -124, -29, -73, -107, -131, -131, -82, 
-19, -131, -112, 75, 46, -122, -24, -68, -107, -131, -131, -78, 
-19, -122, -102, 70, 41, -112, -19, -73, -102, -136, -131, -82, 
-19, -126, -107, 73, 43, -117, -19, -68, -97, -136, -126, -78, 
-14, -136, -122, 75, 53, -129, -24, -63, -97, -131, -126, -78, 
-14, -141, -126, 78, 56, -134, -24, -63, -92, -126, -126, -82, 
-19, -131, -112, 75, 46, -122, -29, -63, -97, -131, -126, -78, 
-19, -136, -117, 78, 48, -126, -29, -63, -97, -131, -126, -73, 
-14, -141, -126, 78, 56, -134, -24, -58, -97, -131, -131, -73, 
-14, -141, -126, 78, 56, -134, -19, -58, -97, -131, -126, -73, 
-19, -141, -122, 80, 51, -131, -14, -53, -92, -126, -126, -73, 
-19, -141, -122, 80, 51, -131, -14, -48, -87, -122, -126, -73, 
-24, -136, -112, 80, 43, -124, -14, -48, -82, -126, -126, -73, 
-29, -136, -107, 82, 39, -122, -14, -48, -82, -126, -126, -68, 
-24, -136, -112, 80, 43, -124, -19, -48, -82, -126, -131, -68, 
-19, -141, -122, 80, 51, -131, -19, -53, -82, -126, -131, -73, 
-19, -136, -117, 78, 48, -126, -14, -53, -78, -122, -122, -73, 
-19, -131, -112, 75, 46, -122, -9, -53, -78, -117, -117, -73, 
-24, -131, -107, 78, 41, -119, -14, -53, -73, -117, -122, -73, 
-19, -131, -112, 75, 46, -122, -14, -48, -68, -117, -122, -68, 
-19, -126, -107, 73, 43, -117, -19, -43, -73, -117, -122, -68, 
-24, -131, -107, 78, 41, -119, -19, -43, -78, -117, -122, -78, 
-19, -131, -112, 75, 46, -122, -14, -39, -73, -117, -122, -78, 
-19, -131, -112, 75, 46, -122, -9, -43, -68, -117, -122, -73, 
-19, -122, -102, 70, 41, -112, -9, -48, -78, -112, -117, -78, 
-14, -122, -107, 68, 46, -114, -4, -48, -82, -112, -117, -78, 
-4, -117, -112, 61, 53, -114, -9, -48, -78, -122, -122, -73, 
-9, -117, -107, 63, 48, -112, -14, -53, -78, -122, -122, -78, 
-19, -122, -102, 70, 41, -112, -14, -53, -68, -117, -117, -73, 
-19, -126, -107, 73, 43, -117, -19, -43, -68, -117, -117, -73, 
-9, -126, -117, 68, 53, -122, -24, -34, -63, -112, -117, -73, 
-19, -136, -117, 78, 48, -126, -9, -29, -58, -107, -117, -73, 
-19, -151, -131, 85, 56, -141, 9, -19, -58, -97, -117, -68, 
-9, -156, -146, 82, 68, -151, 24, 9, -43, -82, -112, -68, 
-9, -156, -146, 82, 68, -151, 24, 39, 0, -53, -92, -58, 
-4, -156, -151, 80, 73, -153, 39, 68, 53, -19, -82, -48, 
0, -151, -151, 75, 75, -151, 68, 112, 112, 9, -73, -43, 
0, -141, -141, 70, 70, -141, 87, 151, 165, 53, -58, -34, 
9, -112, -122, 51, 65, -117, 87, 180, 204, 117, -14, -9, 
29, -78, -107, 24, 68, -92, 92, 224, 253, 214, 58, 43, 
43, -43, -87, 0, 65, -65, 102, 253, 322, 331, 146, 102, 
63, -9, -73, -26, 68, -41, 92, 234, 366, 448, 229, 156, 
92, 9, -82, -51, 87, -36, 68, 165, 370, 541, 307, 204, 
107, 34, -73, -70, 90, -19, 48, 92, 400, 663, 400, 263, 
112, 82, -29, -97, 70, 26, 43, 39, 458, 829, 512, 326, 
122, 151, 29, -136, 46, 90, 34, -34, 502, 1005, 639, 405, 
141, 219, 78, -180, 31, 148, -9, -161, 473, 1117, 751, 478, 
151, 283, 131, -217, 9, 207, -58, -317, 375, 1127, 805, 512, 
131, 331, 200, -231, -34, 265, -102, -517, 219, 1024, 780, 497, 
102, 375, 273, -239, -85, 324, -161, -736, 19, 780, 668, 444, 
58, 419, 361, -239, -151, 390, -239, -941, -195, 453, 488, 317, 
0, 463, 463, -231, -231, 463, -351, -1151, -400, 112, 283, 161, 
-68, 507, 575, -219, -322, 541, -463, -1376, -614, -244, 68, 4, 
-141, 531, 673, -195, -407, 602, -561, -1615, -854, -610, -161, -146, 
-200, 517, 717, -158, -458, 617, -663, -1834, -1117, -951, -395, -297, 
-248, 463, 712, -107, -480, 588, -766, -2025, -1400, -1273, -614, -453, 
-292, 375, 668, -41, -480, 522, -834, -2161, -1644, -1527, -795, -570, 
-312, 263, 575, 24, -444, 419, -878, -2176, -1761, -1639, -907, -639, 
-312, 165, 478, 73, -395, 322, -888, -2098, -1756, -1644, -980, -688, 
-312, 97, 409, 107, -361, 253, -902, -2034, -1732, -1629, -1019, -722, 
-312, 58, 370, 126, -341, 214, -922, -1966, -1708, -1576, -1015, -717, 
-287, 4, 292, 141, -290, 148, -902, -1834, -1629, -1464, -961, -678, 
-268, -34, 234, 151, -251, 100, -854, -1673, -1517, -1337, -893, -639, 
-248, -43, 204, 146, -226, 80, -795, -1517, -1405, -1210, -810, -585, 
-219, -19, 200, 119, -209, 90, -736, -1361, -1273, -1073, -712, -507, 
-180, 9, 190, 85, -185, 100, -678, -1205, -1132, -927, -605, -429, 
-146, 24, 170, 61, -158, 97, -619, -1049, -995, -800, -517, -356, 
-117, 14, 131, 51, -124, 73, -566, -927, -897, -717, -458, -307, 
-97, 0, 97, 48, -97, 48, -512, -834, -814, -644, -419, -273, 
-87, 0, 87, 43, -87, 43, -463, -736, -712, -570, -370, -244, 
-78, -14, 63, 46, -70, 24, -409, -634, -614, -492, -326, -219, 
-73, -29, 43, 51, -58, 7, -341, -531, -527, -434, -287, -185, 
-58, -29, 29, 43, -43, 0, -253, -419, -424, -366, -248, -161, 
-48, -29, 19, 39, -34, -4, -180, -317, -322, -302, -214, -141, 
-43, -29, 14, 36, -29, -7, -131, -244, -253, -258, -200, -126, 
-39, -29, 9, 34, -24, -9, -92, -195, -209, -214, -170, -107, 
-29, -34, -4, 31, -12, -19, -73, -151, -161, -180, -141, -92, 
-14, -39, -24, 26, 4, -31, -53, -107, -117, -146, -122, -73, 
-9, -48, -39, 29, 14, -43, -39, -73, -82, -122, -107, -63, 
-4, -58, -53, 31, 24, -56, -24, -39, -63, -107, -97, -53, 
-4, -63, -58, 34, 26, -61, -4, -9, -39, -87, -87, -43, 
-9, -73, -63, 41, 26, -68, 14, 9, -14, -73, -73, -39, 
-4, -78, -73, 41, 34, -75, 29, 9, 0, -63, -68, -34, 
0, -78, -78, 39, 39, -78, 34, 14, 0, -48, -63, -29, 
0, -82, -82, 41, 41, -82, 34, 24, 9, -39, -53, -29, 
0, -82, -82, 41, 41, -82, 34, 39, 19, -34, -53, -24, 
4, -82, -87, 39, 46, -85, 34, 48, 29, -34, -48, -24, 
4, -87, -92, 41, 48, -90, 43, 58, 39, -24, -48, -24, 
4, -92, -97, 43, 51, -95, 48, 73, 48, -14, -43, -19, 
4, -87, -92, 41, 48, -90, 53, 78, 53, -4, -39, -14, 
4, -87, -92, 41, 48, -90, 58, 82, 58, -4, -39, -14, 
9, -82, -92, 36, 51, -87, 58, 82, 58, -4, -39, -9, 
9, -82, -92, 36, 51, -87, 58, 92, 63, 4, -39, -9, 
9, -82, -92, 36, 51, -87, 58, 97, 68, 14, -34, -4, 
14, -82, -97, 34, 56, -90, 63, 97, 78, 19, -24, 0, 
9, -82, -92, 36, 51, -87, 63, 102, 87, 19, -19, 0, 
9, -82, -92, 36, 51, -87, 63, 107, 97, 24, -19, 0, 
19, -78, -97, 29, 58, -87, 58, 112, 97, 29, -14, 0, 
19, -73, -92, 26, 56, -82, 63, 117, 97, 34, -9, 4, 
14, -78, -92, 31, 53, -85, 63, 122, 102, 34, -9, 9, 
19, -82, -102, 31, 61, -92, 78, 122, 102, 34, -9, 9, 
19, -82, -102, 31, 61, -92, 87, 122, 102, 39, -9, 14, 
14, -73, -87, 29, 51, -80, 87, 131, 107, 43, 0, 14, 
19, -68, -87, 24, 53, -78, 87, 136, 107, 43, 0, 14, 
19, -73, -92, 26, 56, -82, 87, 141, 112, 48, 0, 9, 
19, -78, -97, 29, 58, -87, 82, 146, 122, 53, 9, 19, 
19, -78, -97, 29, 58, -87, 87, 146, 131, 58, 9, 24, 
19, -73, -92, 26, 56, -82, 97, 141, 136, 63, 9, 24, 
24, -63, -87, 19, 56, -75, 92, 141, 131, 68, 9, 19, 
29, -58, -87, 14, 58, -73, 92, 151, 126, 68, 9, 24, 
24, -58, -82, 17, 53, -70, 97, 161, 141, 68, 14, 24, 
29, -58, -87, 14, 58, -73, 92, 161, 151, 73, 19, 24, 
29, -58, -87, 14, 58, -73, 97, 161, 151, 78, 24, 24, 
24, -58, -82, 17, 53, -70, 102, 170, 151, 87, 29, 34, 
24, -58, -82, 17, 53, -70, 92, 170, 156, 87, 34, 34, 
29, -53, -82, 12, 56, -68, 87, 170, 156, 87, 29, 34, 
39, -48, -87, 4, 63, -68, 87, 175, 156, 87, 29, 39, 
39, -48, -87, 4, 63, -68, 87, 180, 161, 92, 34, 39, 
34, -43, -78, 4, 56, -61, 87, 185, 165, 102, 39, 43, 
34, -43, -78, 4, 56, -61, 92, 185, 170, 102, 43, 43, 
34, -48, -82, 7, 58, -65, 107, 190, 175, 102, 39, 39, 
43, -39, -82, -2, 63, -61, 112, 195, 175, 107, 43, 39, 
53, -34, -87, -9, 70, -61, 107, 204, 190, 122, 48, 48, 
48, -34, -82, -7, 65, -58, 102, 209, 200, 126, 53, 53, 
43, -34, -78, -4, 61, -56, 102, 214, 204, 126, 58, 48, 
48, -24, -73, -12, 61, -48, 97, 219, 204, 126, 58, 48, 
48, -24, -73, -12, 61, -48, 102, 224, 204, 131, 58, 53, 
48, -24, -73, -12, 61, -48, 107, 219, 209, 141, 63, 58, 
43, -19, -63, -12, 53, -41, 112, 224, 219, 141, 68, 58, 
48, -24, -73, -12, 61, -48, 112, 234, 229, 156, 78, 68, 
53, -14, -68, -19, 61, -41, 117, 248, 234, 165, 82, 73, 
58, -9, -68, -24, 63, -39, 126, 248, 239, 165, 87, 73, 
53, -9, -63, -21, 58, -36, 141, 253, 239, 165, 92, 73, 
53, -4, -58, -24, 56, -31, 146, 268, 248, 175, 102, 82, 
58, 4, -53, -31, 56, -24, 136, 273, 258, 185, 107, 87, 
58, 9, -48, -34, 53, -19, 131, 278, 268, 195, 112, 87, 
58, 9, -48, -34, 53, -19, 131, 287, 278, 200, 112, 92, 
63, 14, -48, -39, 56, -17, 131, 287, 287, 204, 122, 97, 
68, 19, -48, -43, 58, -14, 136, 297, 297, 214, 126, 102, 
68, 29, -39, -48, 53, -4, 141, 312, 297, 219, 131, 107, 
68, 34, -34, -51, 51, 0, 146, 317, 302, 229, 141, 112, 
78, 39, -39, -58, 58, 0, 146, 326, 317, 239, 151, 117, 
78, 43, -34, -61, 56, 4, 151, 341, 331, 248, 156, 122, 
73, 48, -24, -61, 48, 12, 156, 346, 336, 263, 156, 126, 
73, 58, -14, -65, 43, 21, 156, 356, 346, 273, 165, 131, 
82, 63, -19, -73, 51, 21, 165, 375, 356, 278, 170, 136, 
87, 73, -14, -80, 51, 29, 161, 390, 361, 283, 180, 141, 
87, 78, -9, -82, 48, 34, 161, 395, 370, 297, 185, 146, 
82, 87, 4, -85, 39, 46, 165, 400, 380, 307, 195, 151, 
82, 87, 4, -85, 39, 46, 170, 405, 390, 322, 200, 156, 
87, 92, 4, -90, 41, 48, 175, 405, 390, 322, 209, 165, 
92, 102, 9, -97, 41, 56, 180, 419, 395, 331, 219, 165, 
92, 112, 19, -102, 36, 65, 185, 444, 405, 341, 224, 170, 
97, 117, 19, -107, 39, 68, 185, 453, 424, 351, 229, 180, 
97, 122, 24, -109, 36, 73, 185, 453, 439, 366, 244, 190, 
107, 136, 29, -122, 39, 82, 185, 458, 448, 380, 253, 195, 
117, 146, 29, -131, 43, 87, 185, 468, 448, 395, 258, 200, 
112, 146, 34, -129, 39, 90, 190, 483, 458, 400, 263, 204, 
117, 156, 39, -136, 39, 97, 190, 497, 468, 405, 268, 209, 
122, 165, 43, -143, 39, 104, 195, 502, 473, 419, 287, 219, 
122, 170, 48, -146, 36, 109, 200, 507, 488, 429, 297, 224, 
122, 175, 53, -148, 34, 114, 200, 512, 497, 439, 307, 229, 
122, 185, 63, -153, 29, 124, 200, 517, 502, 453, 312, 239, 
126, 195, 68, -161, 29, 131, 204, 527, 502, 458, 317, 244, 
126, 200, 73, -163, 26, 136, 200, 527, 502, 468, 326, 244, 
131, 209, 78, -170, 26, 143, 195, 527, 517, 473, 331, 253, 
136, 219, 82, -178, 26, 151, 195, 531, 522, 473, 331, 258, 
141, 229, 87, -185, 26, 158, 200, 541, 522, 478, 331, 258, 
136, 229, 92, -183, 21, 161, 200, 536, 517, 483, 341, 253, 
136, 229, 92, -183, 21, 161, 200, 541, 522, 488, 351, 258, 
131, 234, 102, -183, 14, 168, 195, 541, 536, 492, 356, 263, 
126, 244, 117, -185, 4, 180, 190, 541, 536, 497, 356, 263, 
131, 253, 122, -192, 4, 187, 190, 541, 536, 502, 361, 268, 
131, 253, 122, -192, 4, 187, 190, 536, 531, 507, 366, 273, 
131, 253, 122, -192, 4, 187, 190, 531, 527, 502, 366, 278, 
136, 263, 126, -200, 4, 195, 195, 522, 517, 497, 366, 283, 
136, 258, 122, -197, 7, 190, 200, 517, 517, 497, 375, 283, 
131, 263, 131, -197, 0, 197, 200, 517, 527, 502, 380, 278, 
126, 268, 141, -197, -7, 204, 195, 512, 522, 502, 380, 283, 
131, 268, 136, -200, -2, 202, 185, 502, 512, 497, 375, 283, 
136, 278, 141, -207, -2, 209, 185, 492, 512, 488, 375, 278, 
131, 287, 156, -209, -12, 222, 180, 483, 507, 483, 370, 273, 
122, 287, 165, -204, -21, 226, 175, 478, 497, 483, 370, 273, 
126, 292, 165, -209, -19, 229, 170, 463, 497, 488, 370, 268, 
131, 302, 170, -217, -19, 236, 161, 448, 483, 483, 366, 268, 
126, 302, 175, -214, -24, 239, 161, 434, 478, 468, 356, 268, 
122, 297, 175, -209, -26, 236, 156, 424, 473, 463, 351, 263, 
122, 287, 165, -204, -21, 226, 156, 414, 468, 453, 346, 253, 
117, 283, 165, -200, -24, 224, 146, 405, 458, 448, 341, 248, 
112, 278, 165, -195, -26, 222, 136, 385, 448, 439, 336, 244, 
112, 268, 156, -190, -21, 212, 136, 366, 434, 419, 326, 234, 
107, 263, 156, -185, -24, 209, 136, 341, 414, 395, 312, 224, 
102, 258, 156, -180, -26, 207, 131, 326, 395, 375, 297, 214, 
97, 253, 156, -175, -29, 204, 126, 307, 375, 356, 273, 195, 
87, 234, 146, -161, -29, 190, 122, 287, 361, 341, 258, 185, 
87, 224, 136, -156, -24, 180, 112, 273, 346, 322, 244, 175, 
87, 214, 126, -151, -19, 170, 107, 258, 331, 302, 234, 165, 
82, 204, 122, -143, -19, 163, 107, 239, 317, 283, 219, 151, 
73, 195, 122, -134, -24, 158, 102, 219, 292, 253, 195, 136, 
63, 185, 122, -124, -29, 153, 92, 200, 273, 229, 175, 122, 
63, 175, 112, -119, -24, 143, 87, 185, 253, 214, 156, 107, 
58, 156, 97, -107, -19, 126, 78, 165, 234, 195, 146, 97, 
53, 136, 82, -95, -14, 109, 68, 151, 214, 175, 131, 87, 
43, 122, 78, -82, -17, 100, 63, 136, 200, 156, 112, 78, 
39, 112, 73, -75, -17, 92, 48, 126, 185, 141, 97, 63, 
43, 102, 58, -73, -7, 80, 43, 112, 170, 122, 82, 53, 
43, 87, 43, -65, 0, 65, 39, 97, 151, 107, 68, 48, 
29, 73, 43, -51, -7, 58, 39, 82, 136, 92, 58, 39, 
29, 63, 34, -46, -2, 48, 39, 73, 117, 78, 48, 29, 
29, 58, 29, -43, 0, 43, 43, 63, 107, 63, 39, 19, 
24, 48, 24, -36, 0, 36, 48, 48, 92, 48, 24, 9, 
19, 34, 14, -26, 2, 24, 39, 43, 82, 39, 9, 4, 
14, 24, 9, -19, 2, 17, 39, 43, 78, 34, 4, 0, 
14, 14, 0, -14, 7, 7, 34, 34, 68, 19, 0, -4, 
14, 4, -9, -9, 12, -2, 34, 24, 53, 9, -9, -9, 
9, -4, -14, -2, 12, -9, 29, 14, 43, 0, -14, -19, 
9, -9, -19, 0, 14, -14, 29, 4, 34, -14, -24, -29, 
9, -9, -19, 0, 14, -14, 19, 0, 19, -29, -34, -34, 
4, -19, -24, 7, 14, -21, 14, -4, 9, -29, -39, -29, 
0, -24, -24, 12, 12, -24, 19, -9, 9, -29, -39, -34, 
0, -34, -34, 17, 17, -34, 19, -14, 9, -34, -43, -39, 
0, -34, -34, 17, 17, -34, 14, -14, 4, -43, -53, -39, 
4, -29, -34, 12, 19, -31, 4, -24, -4, -53, -58, -43, 
4, -34, -39, 14, 21, -36, 4, -34, -9, -58, -63, -53, 
0, -43, -43, 21, 21, -43, 9, -34, -9, -63, -63, -53, 
-9, -48, -39, 29, 14, -43, 4, -34, -14, -68, -63, -53, 
-9, -48, -39, 29, 14, -43, 4, -39, -24, -73, -73, -53, 
-9, -48, -39, 29, 14, -43, 14, -39, -34, -73, -73, -53, 
-9, -53, -43, 31, 17, -48, 9, -39, -29, -73, -73, -58, 
-9, -53, -43, 31, 17, -48, 9, -43, -29, -78, -73, -63, 
-4, -48, -43, 26, 19, -46, 14, -39, -29, -82, -78, -63, 
-4, -48, -43, 26, 19, -46, 4, -43, -34, -87, -78, -63, 
-9, -53, -43, 31, 17, -48, -4, -48, -34, -92, -87, -63, 
-9, -53, -43, 31, 17, -48, -4, -53, -43, -87, -87, -68, 
-9, -53, -43, 31, 17, -48, 0, -48, -48, -92, -87, -63, 
-9, -53, -43, 31, 17, -48, 0, -43, -43, -92, -82, -63, 
-4, -48, -43, 26, 19, -46, 0, -43, -39, -97, -82, -63, 
-4, -48, -43, 26, 19, -46, 4, -48, -39, -92, -82, -63, 
-9, -53, -43, 31, 17, -48, 4, -48, -39, -92, -87, -68, 
-14, -53, -39, 34, 12, -46, 0, -48, -34, -87, -87, -63, 
-14, -53, -39, 34, 12, -46, 0, -48, -39, -92, -87, -63, 
-14, -48, -34, 31, 9, -41, 0, -48, -48, -97, -87, -68, 
-14, -53, -39, 34, 12, -46, 0, -48, -48, -102, -82, -68, 
-9, -53, -43, 31, 17, -48, 0, -48, -53, -97, -82, -68, 
-9, -48, -39, 29, 14, -43, 4, -43, -48, -92, -82, -68, 
-14, -48, -34, 31, 9, -41, 4, -43, -43, -92, -82, -68, 
-14, -43, -29, 29, 7, -36, 9, -48, -48, -97, -87, -73, 
-9, -48, -39, 29, 14, -43, 14, -53, -53, -102, -87, -68, 
-14, -53, -39, 34, 12, -46, 9, -48, -43, -97, -87, -68, 
-14, -48, -34, 31, 9, -41, 4, -43, -43, -92, -87, -68, 
-4, -34, -29, 19, 12, -31, 9, -43, -48, -92, -92, -73, 
-4, -34, -29, 19, 12, -31, 4, -43, -53, -97, -92, -73, 
-4, -39, -34, 21, 14, -36, 0, -43, -53, -97, -97, -73, 
0, -39, -39, 19, 19, -39, 4, -43, -48, -107, -97, -73, 
0, -43, -43, 21, 21, -43, 4, -39, -39, -107, -87, -73, 
-9, -48, -39, 29, 14, -43, 4, -34, -34, -97, -82, -68, 
-14, -48, -34, 31, 9, -41, 9, -39, -39, -92, -82, -63, 
-9, -53, -43, 31, 17, -48, 4, -39, -43, -97, -82, -63, 
0, -53, -53, 26, 26, -53, 0, -34, -43, -102, -78, -63, 
0, -48, -48, 24, 24, -48, 0, -34, -43, -97, -73, -58, 
-4, -53, -48, 29, 21, -51, 4, -39, -34, -87, -68, -58, 
-9, -53, -43, 31, 17, -48, 4, -39, -34, -92, -73, -58, 
